ED,Reported As,Reporting,Scattered,Andrew S. Borrok (Democratic),Total Votes,Scattered RECAP,Andrew S. Borrok RECAP,p_Scattered,p_Andrew S. Borrok (Democratic),p_Scattered RECAP,p_Andrew S. Borrok RECAP,winner,winner_p
45053,45053,100,2,79,81,2,79,0.024691358024691357,0.9753086419753086,0.024691358024691357,0.9753086419753086,Andrew S. Borrok RECAP,0.9753086419753086
45054,45054,100,1,57,58,1,57,0.017241379310344827,0.9827586206896551,0.017241379310344827,0.9827586206896551,Andrew S. Borrok RECAP,0.9827586206896551
45055,45055,100,0,6,6,0,6,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
45056,45056,100,0,64,64,0,64,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
45057,45057,100,2,119,121,2,119,0.01652892561983471,0.9834710743801653,0.01652892561983471,0.9834710743801653,Andrew S. Borrok RECAP,0.9834710743801653
45058,45058,100,2,49,51,2,49,0.0392156862745098,0.9607843137254902,0.0392156862745098,0.9607843137254902,Andrew S. Borrok RECAP,0.9607843137254902
45059,45059,100,2,75,77,2,75,0.025974025974025976,0.974025974025974,0.025974025974025976,0.974025974025974,Andrew S. Borrok RECAP,0.974025974025974
45060,45060,100,1,75,76,1,75,0.013157894736842105,0.9868421052631579,0.013157894736842105,0.9868421052631579,Andrew S. Borrok RECAP,0.9868421052631579
45061,45061,100,0,41,41,0,41,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
45062,45062,100,1,102,103,1,102,0.009708737864077669,0.9902912621359223,0.009708737864077669,0.9902912621359223,Andrew S. Borrok RECAP,0.9902912621359223
45063,45063,100,1,47,48,1,47,0.020833333333333332,0.9791666666666666,0.020833333333333332,0.9791666666666666,Andrew S. Borrok RECAP,0.9791666666666666
45064,45064,100,1,87,88,1,87,0.011363636363636364,0.9886363636363636,0.011363636363636364,0.9886363636363636,Andrew S. Borrok RECAP,0.9886363636363636
45065,45065,100,0,57,57,0,57,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
45066,45066,100,1,87,88,1,87,0.011363636363636364,0.9886363636363636,0.011363636363636364,0.9886363636363636,Andrew S. Borrok RECAP,0.9886363636363636
45067,45067,100,0,50,50,0,50,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
45068,45068,100,0,78,78,0,78,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
45069,45069,100,3,98,101,3,98,0.0297029702970297,0.9702970297029703,0.0297029702970297,0.9702970297029703,Andrew S. Borrok RECAP,0.9702970297029703
45070,45070,100,2,94,96,2,94,0.020833333333333332,0.9791666666666666,0.020833333333333332,0.9791666666666666,Andrew S. Borrok RECAP,0.9791666666666666
45071,45071,100,2,77,79,2,77,0.02531645569620253,0.9746835443037974,0.02531645569620253,0.9746835443037974,Andrew S. Borrok RECAP,0.9746835443037974
45072,45072,100,1,55,56,1,55,0.017857142857142856,0.9821428571428571,0.017857142857142856,0.9821428571428571,Andrew S. Borrok RECAP,0.9821428571428571
45073,45073,100,0,56,56,0,56,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
45074,45074,100,2,108,110,2,108,0.01818181818181818,0.9818181818181818,0.01818181818181818,0.9818181818181818,Andrew S. Borrok RECAP,0.9818181818181818
45075,45075,100,0,112,112,0,112,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
46001,46001,100,0,93,93,0,93,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
46002,46002,100,0,115,115,0,115,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
46003,46003,100,1,40,41,1,40,0.024390243902439025,0.975609756097561,0.024390243902439025,0.975609756097561,Andrew S. Borrok RECAP,0.975609756097561
46004,46004,100,0,158,158,0,158,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
46005,46005,100,0,154,154,0,154,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
46006,46006,100,0,65,65,0,65,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
46007,46007,100,0,160,160,0,160,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
46008,46008,100,0,145,145,0,145,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
46009,46009,100,0,125,125,0,125,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
46010,46010,100,0,131,131,0,131,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
46011,46011,100,0,188,188,0,188,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
46012,46012,100,0,144,144,0,144,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
46013,46013,100,0,109,109,0,109,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
46014,46014,100,0,131,131,0,131,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
46015,46015,100,0,117,117,0,117,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
46016,46016,100,0,94,94,0,94,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
46017,46017,100,1,68,69,1,68,0.014492753623188406,0.9855072463768116,0.014492753623188406,0.9855072463768116,Andrew S. Borrok RECAP,0.9855072463768116
46018,46018,100,0,84,84,0,84,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
46019,46019,100,2,127,129,2,127,0.015503875968992248,0.9844961240310077,0.015503875968992248,0.9844961240310077,Andrew S. Borrok RECAP,0.9844961240310077
46020,46020,100,1,96,97,1,96,0.010309278350515464,0.9896907216494846,0.010309278350515464,0.9896907216494846,Andrew S. Borrok RECAP,0.9896907216494846
46021,46021,100,1,103,104,1,103,0.009615384615384616,0.9903846153846154,0.009615384615384616,0.9903846153846154,Andrew S. Borrok RECAP,0.9903846153846154
46022,46022,100,1,111,112,1,111,0.008928571428571428,0.9910714285714286,0.008928571428571428,0.9910714285714286,Andrew S. Borrok RECAP,0.9910714285714286
46023,46023,100,1,71,72,1,71,0.013888888888888888,0.9861111111111112,0.013888888888888888,0.9861111111111112,Andrew S. Borrok RECAP,0.9861111111111112
46024,46024,100,0,100,100,0,100,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
46025,46025,100,0,114,114,0,114,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
46026,46026,100,0,132,132,0,132,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
46027,46027,100,0,102,102,0,102,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
46028,46028,100,1,104,105,1,104,0.009523809523809525,0.9904761904761905,0.009523809523809525,0.9904761904761905,Andrew S. Borrok RECAP,0.9904761904761905
46029,46029,100,0,107,107,0,107,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
46030,46030,100,1,97,98,1,97,0.01020408163265306,0.9897959183673469,0.01020408163265306,0.9897959183673469,Andrew S. Borrok RECAP,0.9897959183673469
46032,46032,100,0,58,58,0,58,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
46033,46033,100,1,130,131,1,130,0.007633587786259542,0.9923664122137404,0.007633587786259542,0.9923664122137404,Andrew S. Borrok RECAP,0.9923664122137404
46037,46037,100,0,0,0,0,0,0,0,0,0,n/a,0
46038,46038,100,3,130,133,3,130,0.022556390977443608,0.9774436090225563,0.022556390977443608,0.9774436090225563,Andrew S. Borrok RECAP,0.9774436090225563
46039,46039,100,2,115,117,2,115,0.017094017094017096,0.9829059829059829,0.017094017094017096,0.9829059829059829,Andrew S. Borrok RECAP,0.9829059829059829
46040,46040,100,0,37,37,0,37,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
46043,46043,100,0,97,97,0,97,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
46044,46044,100,1,95,96,1,95,0.010416666666666666,0.9895833333333334,0.010416666666666666,0.9895833333333334,Andrew S. Borrok RECAP,0.9895833333333334
46045,46045,100,3,96,99,3,96,0.030303030303030304,0.9696969696969697,0.030303030303030304,0.9696969696969697,Andrew S. Borrok RECAP,0.9696969696969697
46046,46046,100,5,55,60,5,55,0.08333333333333333,0.9166666666666666,0.08333333333333333,0.9166666666666666,Andrew S. Borrok RECAP,0.9166666666666666
46073,46073,100,0,71,71,0,71,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
47031,47031,100,0,101,101,0,101,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
47032,47032,100,0,36,36,0,36,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
47033,47033,100,0,48,48,0,48,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
47034,47034,100,0,37,37,0,37,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
47035,47035,100,0,1,1,0,1,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
47041,47041,100,0,107,107,0,107,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
47042,47042,100,1,25,26,1,25,0.038461538461538464,0.9615384615384616,0.038461538461538464,0.9615384615384616,Andrew S. Borrok RECAP,0.9615384615384616
47043,47043,100,0,62,62,0,62,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
47044,47044,100,0,113,113,0,113,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
47045,47045,100,0,69,69,0,69,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
47046,47046,100,0,85,85,0,85,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
47047,47047,100,0,90,90,0,90,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
47048,47048,100,2,49,51,2,49,0.0392156862745098,0.9607843137254902,0.0392156862745098,0.9607843137254902,Andrew S. Borrok RECAP,0.9607843137254902
47049,47049,100,5,142,147,5,142,0.034013605442176874,0.9659863945578231,0.034013605442176874,0.9659863945578231,Andrew S. Borrok RECAP,0.9659863945578231
47050,47050,100,1,98,99,1,98,0.010101010101010102,0.98989898989899,0.010101010101010102,0.98989898989899,Andrew S. Borrok RECAP,0.98989898989899
47051,47051,100,0,65,65,0,65,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
47052,47052,100,0,49,49,0,49,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
47053,47053,100,0,125,125,0,125,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
47054,47054,100,1,104,105,1,104,0.009523809523809525,0.9904761904761905,0.009523809523809525,0.9904761904761905,Andrew S. Borrok RECAP,0.9904761904761905
47055,47055,100,0,110,110,0,110,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
47056,47056,100,0,79,79,0,79,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
47057,47057,100,0,161,161,0,161,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
47058,47058,100,1,79,80,1,79,0.0125,0.9875,0.0125,0.9875,Andrew S. Borrok RECAP,0.9875
47059,47059,100,1,88,89,1,88,0.011235955056179775,0.9887640449438202,0.011235955056179775,0.9887640449438202,Andrew S. Borrok RECAP,0.9887640449438202
47066,47066,100,1,40,41,1,40,0.024390243902439025,0.975609756097561,0.024390243902439025,0.975609756097561,Andrew S. Borrok RECAP,0.975609756097561
47067,47067,100,0,43,43,0,43,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
47068,47068,100,0,33,33,0,33,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
47070,47070,100,0,0,0,0,0,0,0,0,0,n/a,0
48045,48045,100,1,47,48,1,47,0.020833333333333332,0.9791666666666666,0.020833333333333332,0.9791666666666666,Andrew S. Borrok RECAP,0.9791666666666666
48047,48047,100,2,114,116,2,114,0.017241379310344827,0.9827586206896551,0.017241379310344827,0.9827586206896551,Andrew S. Borrok RECAP,0.9827586206896551
48048,48048,100,0,92,92,0,92,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
48049,48049,100,0,43,43,0,43,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
48050,48050,100,1,54,55,1,54,0.01818181818181818,0.9818181818181818,0.01818181818181818,0.9818181818181818,Andrew S. Borrok RECAP,0.9818181818181818
48051,48051,100,1,77,78,1,77,0.01282051282051282,0.9871794871794872,0.01282051282051282,0.9871794871794872,Andrew S. Borrok RECAP,0.9871794871794872
48052,48052,100,0,77,77,0,77,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
48053,48049,100,0,0,0,0,0,0,0,0,0,n/a,0
59017,59017,100,0,237,237,0,237,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
59018,59018,100,1,197,198,1,197,0.005050505050505051,0.9949494949494949,0.005050505050505051,0.9949494949494949,Andrew S. Borrok RECAP,0.9949494949494949
59019,59019,100,0,58,58,0,58,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
59020,59020,100,0,158,158,0,158,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
59021,59021,100,0,183,183,0,183,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
59022,59022,100,0,194,194,0,194,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
59023,59023,100,0,104,104,0,104,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
59024,59024,100,0,190,190,0,190,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
59026,59026,100,1,272,273,1,272,0.003663003663003663,0.9963369963369964,0.003663003663003663,0.9963369963369964,Andrew S. Borrok RECAP,0.9963369963369964
59027,59027,100,0,207,207,0,207,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
59028,59028,100,1,166,167,1,166,0.005988023952095809,0.9940119760479041,0.005988023952095809,0.9940119760479041,Andrew S. Borrok RECAP,0.9940119760479041
59029,59029,100,1,150,151,1,150,0.006622516556291391,0.9933774834437086,0.006622516556291391,0.9933774834437086,Andrew S. Borrok RECAP,0.9933774834437086
59030,59030,100,0,170,170,0,170,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
59031,59031,100,1,244,245,1,244,0.004081632653061225,0.9959183673469387,0.004081632653061225,0.9959183673469387,Andrew S. Borrok RECAP,0.9959183673469387
59032,59032,100,1,190,191,1,190,0.005235602094240838,0.9947643979057592,0.005235602094240838,0.9947643979057592,Andrew S. Borrok RECAP,0.9947643979057592
59033,59033,100,1,113,114,1,113,0.008771929824561403,0.9912280701754386,0.008771929824561403,0.9912280701754386,Andrew S. Borrok RECAP,0.9912280701754386
59034,59034,100,3,107,110,3,107,0.02727272727272727,0.9727272727272728,0.02727272727272727,0.9727272727272728,Andrew S. Borrok RECAP,0.9727272727272728
59035,59035,100,0,139,139,0,139,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
59036,59036,100,2,121,123,2,121,0.016260162601626018,0.983739837398374,0.016260162601626018,0.983739837398374,Andrew S. Borrok RECAP,0.983739837398374
59037,59037,100,3,116,119,3,116,0.025210084033613446,0.9747899159663865,0.025210084033613446,0.9747899159663865,Andrew S. Borrok RECAP,0.9747899159663865
59038,59038,100,5,174,179,5,174,0.027932960893854747,0.9720670391061452,0.027932960893854747,0.9720670391061452,Andrew S. Borrok RECAP,0.9720670391061452
59039,59039,100,1,111,112,1,111,0.008928571428571428,0.9910714285714286,0.008928571428571428,0.9910714285714286,Andrew S. Borrok RECAP,0.9910714285714286
59040,59040,100,4,173,177,4,173,0.022598870056497175,0.9774011299435028,0.022598870056497175,0.9774011299435028,Andrew S. Borrok RECAP,0.9774011299435028
59042,59042,100,2,109,111,2,109,0.018018018018018018,0.9819819819819819,0.018018018018018018,0.9819819819819819,Andrew S. Borrok RECAP,0.9819819819819819
59043,59043,100,2,90,92,2,90,0.021739130434782608,0.9782608695652174,0.021739130434782608,0.9782608695652174,Andrew S. Borrok RECAP,0.9782608695652174
59044,59044,100,1,130,131,1,130,0.007633587786259542,0.9923664122137404,0.007633587786259542,0.9923664122137404,Andrew S. Borrok RECAP,0.9923664122137404
59045,59045,100,0,82,82,0,82,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
59046,59046,100,0,3,3,0,3,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
59048,59048,100,0,12,12,0,12,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
59050,59050,100,0,169,169,0,169,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
59051,59051,100,5,149,154,5,149,0.032467532467532464,0.9675324675324676,0.032467532467532464,0.9675324675324676,Andrew S. Borrok RECAP,0.9675324675324676
59052,59052,100,1,132,133,1,132,0.007518796992481203,0.9924812030075187,0.007518796992481203,0.9924812030075187,Andrew S. Borrok RECAP,0.9924812030075187
59053,59053,100,1,119,120,1,119,0.008333333333333333,0.9916666666666667,0.008333333333333333,0.9916666666666667,Andrew S. Borrok RECAP,0.9916666666666667
59054,59054,100,2,79,81,2,79,0.024691358024691357,0.9753086419753086,0.024691358024691357,0.9753086419753086,Andrew S. Borrok RECAP,0.9753086419753086
59055,59055,100,2,106,108,2,106,0.018518518518518517,0.9814814814814815,0.018518518518518517,0.9814814814814815,Andrew S. Borrok RECAP,0.9814814814814815
59056,59056,100,1,204,205,1,204,0.004878048780487805,0.9951219512195122,0.004878048780487805,0.9951219512195122,Andrew S. Borrok RECAP,0.9951219512195122
59057,59057,100,3,184,187,3,184,0.016042780748663103,0.983957219251337,0.016042780748663103,0.983957219251337,Andrew S. Borrok RECAP,0.983957219251337
59058,59058,100,1,126,127,1,126,0.007874015748031496,0.9921259842519685,0.007874015748031496,0.9921259842519685,Andrew S. Borrok RECAP,0.9921259842519685
59059,59059,100,0,136,136,0,136,0.0,1.0,0.0,1.0,Andrew S. Borrok RECAP,1.0
59060,59060,100,1,94,95,1,94,0.010526315789473684,0.9894736842105263,0.010526315789473684,0.9894736842105263,Andrew S. Borrok RECAP,0.9894736842105263
59061,59061,100,2,97,99,2,97,0.020202020202020204,0.9797979797979798,0.020202020202020204,0.9797979797979798,Andrew S. Borrok RECAP,0.9797979797979798
59062,59062,100,5,69,74,5,69,0.06756756756756757,0.9324324324324325,0.06756756756756757,0.9324324324324325,Andrew S. Borrok RECAP,0.9324324324324325
59081,59081,100,0,0,0,0,0,0,0,0,0,n/a,0
