ED,Reported As,Reporting,Brad M. Hoylman (Democratic),Frank J. Scala (Republican),Scattered,Brad M. Hoylman (Working Families),Total Votes,Brad M. Hoylman RECAP,Frank J. Scala RECAP,Scattered RECAP,p_Brad M. Hoylman (Democratic),p_Frank J. Scala (Republican),p_Scattered,p_Brad M. Hoylman (Working Families),p_Brad M. Hoylman RECAP,p_Frank J. Scala RECAP,p_Scattered RECAP,winner,winner_p
74028,74028,100,55,6,0,1,62,56,6,0,0.8870967741935484,0.0967741935483871,0.0,0.016129032258064516,0.9032258064516129,0.0967741935483871,0.0,Brad M. Hoylman RECAP,0.9032258064516129
74029,74029,100,108,5,0,5,118,113,5,0,0.9152542372881356,0.0423728813559322,0.0,0.0423728813559322,0.9576271186440678,0.0423728813559322,0.0,Brad M. Hoylman RECAP,0.9576271186440678
74030,74030,100,80,4,0,7,91,87,4,0,0.8791208791208791,0.04395604395604396,0.0,0.07692307692307693,0.9560439560439561,0.04395604395604396,0.0,Brad M. Hoylman RECAP,0.9560439560439561
74031,74031,100,192,25,1,42,260,234,25,1,0.7384615384615385,0.09615384615384616,0.0038461538461538464,0.16153846153846155,0.9,0.09615384615384616,0.0038461538461538464,Brad M. Hoylman RECAP,0.9
74032,74032,100,130,19,0,46,195,176,19,0,0.6666666666666666,0.09743589743589744,0.0,0.2358974358974359,0.9025641025641026,0.09743589743589744,0.0,Brad M. Hoylman RECAP,0.9025641025641026
74033,74033,100,155,15,0,62,232,217,15,0,0.6681034482758621,0.06465517241379311,0.0,0.2672413793103448,0.9353448275862069,0.06465517241379311,0.0,Brad M. Hoylman RECAP,0.9353448275862069
74034,74034,100,147,15,0,66,228,213,15,0,0.6447368421052632,0.06578947368421052,0.0,0.2894736842105263,0.9342105263157895,0.06578947368421052,0.0,Brad M. Hoylman RECAP,0.9342105263157895
74035,74035,100,86,12,0,3,101,89,12,0,0.8514851485148515,0.1188118811881188,0.0,0.0297029702970297,0.8811881188118812,0.1188118811881188,0.0,Brad M. Hoylman RECAP,0.8811881188118812
74036,74036,100,144,29,0,65,238,209,29,0,0.6050420168067226,0.12184873949579832,0.0,0.27310924369747897,0.8781512605042017,0.12184873949579832,0.0,Brad M. Hoylman RECAP,0.8781512605042017
74037,74037,100,144,8,1,67,220,211,8,1,0.6545454545454545,0.03636363636363636,0.004545454545454545,0.30454545454545456,0.9590909090909091,0.03636363636363636,0.004545454545454545,Brad M. Hoylman RECAP,0.9590909090909091
74038,74038,100,116,10,0,24,150,140,10,0,0.7733333333333333,0.06666666666666667,0.0,0.16,0.9333333333333333,0.06666666666666667,0.0,Brad M. Hoylman RECAP,0.9333333333333333
74039,74039,100,270,55,2,88,415,358,55,2,0.6506024096385542,0.13253012048192772,0.004819277108433735,0.21204819277108433,0.8626506024096385,0.13253012048192772,0.004819277108433735,Brad M. Hoylman RECAP,0.8626506024096385
74040,74040,100,245,56,0,71,372,316,56,0,0.6586021505376344,0.15053763440860216,0.0,0.19086021505376344,0.8494623655913979,0.15053763440860216,0.0,Brad M. Hoylman RECAP,0.8494623655913979
74041,74041,100,237,63,1,69,370,306,63,1,0.6405405405405405,0.17027027027027028,0.002702702702702703,0.1864864864864865,0.827027027027027,0.17027027027027028,0.002702702702702703,Brad M. Hoylman RECAP,0.827027027027027
74042,74042,100,189,50,0,56,295,245,50,0,0.6406779661016949,0.1694915254237288,0.0,0.18983050847457628,0.8305084745762712,0.1694915254237288,0.0,Brad M. Hoylman RECAP,0.8305084745762712
74043,74043,100,147,42,0,42,231,189,42,0,0.6363636363636364,0.18181818181818182,0.0,0.18181818181818182,0.8181818181818182,0.18181818181818182,0.0,Brad M. Hoylman RECAP,0.8181818181818182
74044,74044,100,178,55,0,56,289,234,55,0,0.615916955017301,0.1903114186851211,0.0,0.19377162629757785,0.8096885813148789,0.1903114186851211,0.0,Brad M. Hoylman RECAP,0.8096885813148789
74045,74045,100,276,95,1,61,433,337,95,1,0.6374133949191686,0.21939953810623555,0.0023094688221709007,0.14087759815242495,0.7782909930715936,0.21939953810623555,0.0023094688221709007,Brad M. Hoylman RECAP,0.7782909930715936
74046,74046,100,284,74,1,65,424,349,74,1,0.6698113207547169,0.17452830188679244,0.0023584905660377358,0.15330188679245282,0.8231132075471698,0.17452830188679244,0.0023584905660377358,Brad M. Hoylman RECAP,0.8231132075471698
74047,74047,100,228,76,1,68,373,296,76,1,0.6112600536193029,0.2037533512064343,0.002680965147453083,0.18230563002680966,0.7935656836461126,0.2037533512064343,0.002680965147453083,Brad M. Hoylman RECAP,0.7935656836461126
74048,74048,100,176,32,0,32,240,208,32,0,0.7333333333333333,0.13333333333333333,0.0,0.13333333333333333,0.8666666666666667,0.13333333333333333,0.0,Brad M. Hoylman RECAP,0.8666666666666667
74049,74049,100,177,78,0,48,303,225,78,0,0.5841584158415841,0.25742574257425743,0.0,0.15841584158415842,0.7425742574257426,0.25742574257425743,0.0,Brad M. Hoylman RECAP,0.7425742574257426
74050,74050,100,280,106,0,48,434,328,106,0,0.6451612903225806,0.24423963133640553,0.0,0.11059907834101383,0.7557603686635944,0.24423963133640553,0.0,Brad M. Hoylman RECAP,0.7557603686635944
74051,74051,100,216,44,0,50,310,266,44,0,0.6967741935483871,0.14193548387096774,0.0,0.16129032258064516,0.8580645161290322,0.14193548387096774,0.0,Brad M. Hoylman RECAP,0.8580645161290322
74052,74052,100,186,57,0,34,277,220,57,0,0.6714801444043321,0.20577617328519857,0.0,0.12274368231046931,0.7942238267148014,0.20577617328519857,0.0,Brad M. Hoylman RECAP,0.7942238267148014
74053,74053,100,108,28,0,47,183,155,28,0,0.5901639344262295,0.15300546448087432,0.0,0.2568306010928962,0.8469945355191257,0.15300546448087432,0.0,Brad M. Hoylman RECAP,0.8469945355191257
74054,74054,100,158,30,0,31,219,189,30,0,0.7214611872146118,0.136986301369863,0.0,0.1415525114155251,0.863013698630137,0.136986301369863,0.0,Brad M. Hoylman RECAP,0.863013698630137
74055,74055,100,85,25,0,9,119,94,25,0,0.7142857142857143,0.21008403361344538,0.0,0.07563025210084033,0.7899159663865546,0.21008403361344538,0.0,Brad M. Hoylman RECAP,0.7899159663865546
74071,74071,100,80,12,2,20,114,100,12,2,0.7017543859649122,0.10526315789473684,0.017543859649122806,0.17543859649122806,0.8771929824561403,0.10526315789473684,0.017543859649122806,Brad M. Hoylman RECAP,0.8771929824561403
74072,74072,100,78,25,0,22,125,100,25,0,0.624,0.2,0.0,0.176,0.8,0.2,0.0,Brad M. Hoylman RECAP,0.8
74073,74073,100,172,49,0,26,247,198,49,0,0.6963562753036437,0.19838056680161945,0.0,0.10526315789473684,0.8016194331983806,0.19838056680161945,0.0,Brad M. Hoylman RECAP,0.8016194331983806
74074,74074,100,201,43,1,51,296,252,43,1,0.6790540540540541,0.14527027027027026,0.0033783783783783786,0.17229729729729729,0.8513513513513513,0.14527027027027026,0.0033783783783783786,Brad M. Hoylman RECAP,0.8513513513513513
74075,74075,100,230,55,0,47,332,277,55,0,0.6927710843373494,0.16566265060240964,0.0,0.14156626506024098,0.8343373493975904,0.16566265060240964,0.0,Brad M. Hoylman RECAP,0.8343373493975904
74076,74076,100,151,16,0,15,182,166,16,0,0.8296703296703297,0.08791208791208792,0.0,0.08241758241758242,0.9120879120879121,0.08791208791208792,0.0,Brad M. Hoylman RECAP,0.9120879120879121
74077,74077,100,146,32,1,13,192,159,32,1,0.7604166666666666,0.16666666666666666,0.005208333333333333,0.06770833333333333,0.828125,0.16666666666666666,0.005208333333333333,Brad M. Hoylman RECAP,0.828125
74078,74078,100,217,46,1,22,286,239,46,1,0.7587412587412588,0.16083916083916083,0.0034965034965034965,0.07692307692307693,0.8356643356643356,0.16083916083916083,0.0034965034965034965,Brad M. Hoylman RECAP,0.8356643356643356
74079,74079,100,177,34,1,25,237,202,34,1,0.7468354430379747,0.14345991561181434,0.004219409282700422,0.10548523206751055,0.8523206751054853,0.14345991561181434,0.004219409282700422,Brad M. Hoylman RECAP,0.8523206751054853
74080,74080,100,137,46,0,24,207,161,46,0,0.6618357487922706,0.2222222222222222,0.0,0.11594202898550725,0.7777777777777778,0.2222222222222222,0.0,Brad M. Hoylman RECAP,0.7777777777777778
74081,74081,100,35,8,0,8,51,43,8,0,0.6862745098039216,0.1568627450980392,0.0,0.1568627450980392,0.8431372549019608,0.1568627450980392,0.0,Brad M. Hoylman RECAP,0.8431372549019608
74083,74083,100,173,41,1,41,256,214,41,1,0.67578125,0.16015625,0.00390625,0.16015625,0.8359375,0.16015625,0.00390625,Brad M. Hoylman RECAP,0.8359375
74084,74084,100,81,49,0,7,137,88,49,0,0.5912408759124088,0.35766423357664234,0.0,0.051094890510948905,0.6423357664233577,0.35766423357664234,0.0,Brad M. Hoylman RECAP,0.6423357664233577
74200,74200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
74202,74202,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
74203,74203,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
75001,75001,100,305,49,0,71,425,376,49,0,0.7176470588235294,0.11529411764705882,0.0,0.16705882352941176,0.8847058823529412,0.11529411764705882,0.0,Brad M. Hoylman RECAP,0.8847058823529412
75002,75002,100,230,52,0,62,344,292,52,0,0.6686046511627907,0.1511627906976744,0.0,0.18023255813953487,0.8488372093023255,0.1511627906976744,0.0,Brad M. Hoylman RECAP,0.8488372093023255
75003,75003,100,115,13,0,30,158,145,13,0,0.7278481012658228,0.08227848101265822,0.0,0.189873417721519,0.9177215189873418,0.08227848101265822,0.0,Brad M. Hoylman RECAP,0.9177215189873418
75004,75004,100,205,23,0,48,276,253,23,0,0.7427536231884058,0.08333333333333333,0.0,0.17391304347826086,0.9166666666666666,0.08333333333333333,0.0,Brad M. Hoylman RECAP,0.9166666666666666
75005,75005,100,259,41,0,69,369,328,41,0,0.7018970189701897,0.1111111111111111,0.0,0.18699186991869918,0.8888888888888888,0.1111111111111111,0.0,Brad M. Hoylman RECAP,0.8888888888888888
75006,75006,100,232,30,1,54,317,286,30,1,0.7318611987381703,0.0946372239747634,0.0031545741324921135,0.17034700315457413,0.9022082018927445,0.0946372239747634,0.0031545741324921135,Brad M. Hoylman RECAP,0.9022082018927445
75007,75007,100,64,17,0,9,90,73,17,0,0.7111111111111111,0.18888888888888888,0.0,0.1,0.8111111111111111,0.18888888888888888,0.0,Brad M. Hoylman RECAP,0.8111111111111111
75010,75010,100,175,35,0,34,244,209,35,0,0.7172131147540983,0.14344262295081966,0.0,0.13934426229508196,0.8565573770491803,0.14344262295081966,0.0,Brad M. Hoylman RECAP,0.8565573770491803
75011,75011,100,218,38,0,55,311,273,38,0,0.7009646302250804,0.12218649517684887,0.0,0.17684887459807075,0.8778135048231511,0.12218649517684887,0.0,Brad M. Hoylman RECAP,0.8778135048231511
75012,75012,100,158,30,0,33,221,191,30,0,0.7149321266968326,0.13574660633484162,0.0,0.1493212669683258,0.8642533936651584,0.13574660633484162,0.0,Brad M. Hoylman RECAP,0.8642533936651584
75013,75013,100,113,19,0,17,149,130,19,0,0.7583892617449665,0.12751677852348994,0.0,0.11409395973154363,0.87248322147651,0.12751677852348994,0.0,Brad M. Hoylman RECAP,0.87248322147651
75014,75014,100,149,22,1,20,192,169,22,1,0.7760416666666666,0.11458333333333333,0.005208333333333333,0.10416666666666667,0.8802083333333334,0.11458333333333333,0.005208333333333333,Brad M. Hoylman RECAP,0.8802083333333334
75015,75015,100,155,22,0,49,226,204,22,0,0.6858407079646017,0.09734513274336283,0.0,0.2168141592920354,0.9026548672566371,0.09734513274336283,0.0,Brad M. Hoylman RECAP,0.9026548672566371
75016,75016,100,260,28,1,51,340,311,28,1,0.7647058823529411,0.08235294117647059,0.0029411764705882353,0.15,0.9147058823529411,0.08235294117647059,0.0029411764705882353,Brad M. Hoylman RECAP,0.9147058823529411
75017,75017,100,163,23,0,29,215,192,23,0,0.7581395348837209,0.10697674418604651,0.0,0.13488372093023257,0.8930232558139535,0.10697674418604651,0.0,Brad M. Hoylman RECAP,0.8930232558139535
75018,75018,100,100,15,0,29,144,129,15,0,0.6944444444444444,0.10416666666666667,0.0,0.2013888888888889,0.8958333333333334,0.10416666666666667,0.0,Brad M. Hoylman RECAP,0.8958333333333334
75019,75019,100,171,22,0,52,245,223,22,0,0.6979591836734694,0.08979591836734693,0.0,0.21224489795918366,0.9102040816326531,0.08979591836734693,0.0,Brad M. Hoylman RECAP,0.9102040816326531
75020,75020,100,254,24,0,73,351,327,24,0,0.7236467236467237,0.06837606837606838,0.0,0.20797720797720798,0.9316239316239316,0.06837606837606838,0.0,Brad M. Hoylman RECAP,0.9316239316239316
75021,75021,100,126,8,0,30,164,156,8,0,0.7682926829268293,0.04878048780487805,0.0,0.18292682926829268,0.9512195121951219,0.04878048780487805,0.0,Brad M. Hoylman RECAP,0.9512195121951219
75022,75022,100,175,30,0,22,227,197,30,0,0.7709251101321586,0.13215859030837004,0.0,0.09691629955947137,0.8678414096916299,0.13215859030837004,0.0,Brad M. Hoylman RECAP,0.8678414096916299
75023,75023,100,180,25,0,39,244,219,25,0,0.7377049180327869,0.10245901639344263,0.0,0.1598360655737705,0.8975409836065574,0.10245901639344263,0.0,Brad M. Hoylman RECAP,0.8975409836065574
75024,75024,100,186,23,0,53,262,239,23,0,0.7099236641221374,0.08778625954198473,0.0,0.20229007633587787,0.9122137404580153,0.08778625954198473,0.0,Brad M. Hoylman RECAP,0.9122137404580153
75025,75025,100,187,23,0,75,285,262,23,0,0.656140350877193,0.08070175438596491,0.0,0.2631578947368421,0.9192982456140351,0.08070175438596491,0.0,Brad M. Hoylman RECAP,0.9192982456140351
75026,75026,100,235,30,0,80,345,315,30,0,0.6811594202898551,0.08695652173913043,0.0,0.2318840579710145,0.9130434782608695,0.08695652173913043,0.0,Brad M. Hoylman RECAP,0.9130434782608695
75027,75027,100,266,23,0,57,346,323,23,0,0.7687861271676301,0.06647398843930635,0.0,0.16473988439306358,0.9335260115606936,0.06647398843930635,0.0,Brad M. Hoylman RECAP,0.9335260115606936
75028,75028,100,225,45,0,45,315,270,45,0,0.7142857142857143,0.14285714285714285,0.0,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.0,Brad M. Hoylman RECAP,0.8571428571428571
75036,75036,100,195,32,0,44,271,239,32,0,0.7195571955719557,0.11808118081180811,0.0,0.16236162361623616,0.8819188191881919,0.11808118081180811,0.0,Brad M. Hoylman RECAP,0.8819188191881919
75037,75037,100,134,19,0,32,185,166,19,0,0.7243243243243244,0.10270270270270271,0.0,0.17297297297297298,0.8972972972972973,0.10270270270270271,0.0,Brad M. Hoylman RECAP,0.8972972972972973
75038,75038,100,206,58,0,135,399,341,58,0,0.5162907268170426,0.14536340852130325,0.0,0.3383458646616541,0.8546365914786967,0.14536340852130325,0.0,Brad M. Hoylman RECAP,0.8546365914786967
75039,75039,100,119,15,1,28,163,147,15,1,0.7300613496932515,0.09202453987730061,0.006134969325153374,0.17177914110429449,0.901840490797546,0.09202453987730061,0.006134969325153374,Brad M. Hoylman RECAP,0.901840490797546
75040,75040,100,106,9,0,19,134,125,9,0,0.7910447761194029,0.06716417910447761,0.0,0.1417910447761194,0.9328358208955224,0.06716417910447761,0.0,Brad M. Hoylman RECAP,0.9328358208955224
75041,75041,100,193,38,0,80,311,273,38,0,0.6205787781350482,0.12218649517684887,0.0,0.2572347266881029,0.8778135048231511,0.12218649517684887,0.0,Brad M. Hoylman RECAP,0.8778135048231511
75042,75042,100,182,29,0,26,237,208,29,0,0.7679324894514767,0.12236286919831224,0.0,0.10970464135021098,0.8776371308016878,0.12236286919831224,0.0,Brad M. Hoylman RECAP,0.8776371308016878
75043,75043,100,222,42,2,151,417,373,42,2,0.5323741007194245,0.10071942446043165,0.004796163069544364,0.36211031175059955,0.894484412470024,0.10071942446043165,0.004796163069544364,Brad M. Hoylman RECAP,0.894484412470024
75044,75044,100,273,49,0,131,453,404,49,0,0.6026490066225165,0.10816777041942605,0.0,0.2891832229580574,0.891832229580574,0.10816777041942605,0.0,Brad M. Hoylman RECAP,0.891832229580574
75046,75046,100,47,5,0,17,69,64,5,0,0.6811594202898551,0.07246376811594203,0.0,0.2463768115942029,0.927536231884058,0.07246376811594203,0.0,Brad M. Hoylman RECAP,0.927536231884058
75047,75047,100,106,18,0,24,148,130,18,0,0.7162162162162162,0.12162162162162163,0.0,0.16216216216216217,0.8783783783783784,0.12162162162162163,0.0,Brad M. Hoylman RECAP,0.8783783783783784
75048,75048,100,65,8,0,18,91,83,8,0,0.7142857142857143,0.08791208791208792,0.0,0.1978021978021978,0.9120879120879121,0.08791208791208792,0.0,Brad M. Hoylman RECAP,0.9120879120879121
75049,75049,100,89,22,0,13,124,102,22,0,0.717741935483871,0.1774193548387097,0.0,0.10483870967741936,0.8225806451612904,0.1774193548387097,0.0,Brad M. Hoylman RECAP,0.8225806451612904
75050,75050,100,90,21,0,12,123,102,21,0,0.7317073170731707,0.17073170731707318,0.0,0.0975609756097561,0.8292682926829268,0.17073170731707318,0.0,Brad M. Hoylman RECAP,0.8292682926829268
75058,75058,100,84,21,0,12,117,96,21,0,0.717948717948718,0.1794871794871795,0.0,0.10256410256410256,0.8205128205128205,0.1794871794871795,0.0,Brad M. Hoylman RECAP,0.8205128205128205
75062,75062,100,162,32,0,30,224,192,32,0,0.7232142857142857,0.14285714285714285,0.0,0.13392857142857142,0.8571428571428571,0.14285714285714285,0.0,Brad M. Hoylman RECAP,0.8571428571428571
75063,75063,100,135,27,1,30,193,165,27,1,0.6994818652849741,0.13989637305699482,0.0051813471502590676,0.15544041450777202,0.8549222797927462,0.13989637305699482,0.0051813471502590676,Brad M. Hoylman RECAP,0.8549222797927462
75064,75064,100,183,32,1,38,254,221,32,1,0.7204724409448819,0.12598425196850394,0.003937007874015748,0.14960629921259844,0.8700787401574803,0.12598425196850394,0.003937007874015748,Brad M. Hoylman RECAP,0.8700787401574803
75065,75065,100,0,3,0,1,4,1,3,0,0.0,0.75,0.0,0.25,0.25,0.75,0.0,Frank J. Scala RECAP,0.75
75066,75066,100,37,8,0,8,53,45,8,0,0.6981132075471698,0.1509433962264151,0.0,0.1509433962264151,0.8490566037735849,0.1509433962264151,0.0,Brad M. Hoylman RECAP,0.8490566037735849
75068,75068,100,33,17,0,7,57,40,17,0,0.5789473684210527,0.2982456140350877,0.0,0.12280701754385964,0.7017543859649122,0.2982456140350877,0.0,Brad M. Hoylman RECAP,0.7017543859649122
75069,75069,100,101,20,0,18,139,119,20,0,0.7266187050359713,0.14388489208633093,0.0,0.12949640287769784,0.8561151079136691,0.14388489208633093,0.0,Brad M. Hoylman RECAP,0.8561151079136691
75070,75070,100,178,33,0,50,261,228,33,0,0.6819923371647509,0.12643678160919541,0.0,0.19157088122605365,0.8735632183908046,0.12643678160919541,0.0,Brad M. Hoylman RECAP,0.8735632183908046
75071,75071,100,369,40,0,121,530,490,40,0,0.6962264150943396,0.07547169811320754,0.0,0.22830188679245284,0.9245283018867925,0.07547169811320754,0.0,Brad M. Hoylman RECAP,0.9245283018867925
75072,75072,100,436,39,1,113,589,549,39,1,0.7402376910016978,0.06621392190152801,0.001697792869269949,0.19185059422750425,0.9320882852292021,0.06621392190152801,0.001697792869269949,Brad M. Hoylman RECAP,0.9320882852292021
75073,75073,100,105,20,0,22,147,127,20,0,0.7142857142857143,0.1360544217687075,0.0,0.14965986394557823,0.8639455782312925,0.1360544217687075,0.0,Brad M. Hoylman RECAP,0.8639455782312925
75074,75074,100,133,33,1,17,184,150,33,1,0.7228260869565217,0.1793478260869565,0.005434782608695652,0.09239130434782608,0.8152173913043478,0.1793478260869565,0.005434782608695652,Brad M. Hoylman RECAP,0.8152173913043478
75075,75075,100,80,24,1,11,116,91,24,1,0.6896551724137931,0.20689655172413793,0.008620689655172414,0.09482758620689655,0.7844827586206896,0.20689655172413793,0.008620689655172414,Brad M. Hoylman RECAP,0.7844827586206896
75076,75076,100,103,44,0,9,156,112,44,0,0.6602564102564102,0.28205128205128205,0.0,0.057692307692307696,0.717948717948718,0.28205128205128205,0.0,Brad M. Hoylman RECAP,0.717948717948718
75077,75077,100,71,15,0,11,97,82,15,0,0.7319587628865979,0.15463917525773196,0.0,0.1134020618556701,0.845360824742268,0.15463917525773196,0.0,Brad M. Hoylman RECAP,0.845360824742268
75078,75078,100,106,11,0,28,145,134,11,0,0.7310344827586207,0.07586206896551724,0.0,0.19310344827586207,0.9241379310344827,0.07586206896551724,0.0,Brad M. Hoylman RECAP,0.9241379310344827
75079,75079,100,169,23,1,27,220,196,23,1,0.7681818181818182,0.10454545454545454,0.004545454545454545,0.12272727272727273,0.8909090909090909,0.10454545454545454,0.004545454545454545,Brad M. Hoylman RECAP,0.8909090909090909
75080,75080,100,211,34,1,45,291,256,34,1,0.7250859106529209,0.11683848797250859,0.003436426116838488,0.15463917525773196,0.8797250859106529,0.11683848797250859,0.003436426116838488,Brad M. Hoylman RECAP,0.8797250859106529
75081,75081,100,106,21,0,19,146,125,21,0,0.726027397260274,0.14383561643835616,0.0,0.13013698630136986,0.8561643835616438,0.14383561643835616,0.0,Brad M. Hoylman RECAP,0.8561643835616438
75082,75082,100,125,19,2,47,193,172,19,2,0.6476683937823834,0.09844559585492228,0.010362694300518135,0.24352331606217617,0.8911917098445595,0.09844559585492228,0.010362694300518135,Brad M. Hoylman RECAP,0.8911917098445595
75083,75083,100,201,38,0,45,284,246,38,0,0.7077464788732394,0.13380281690140844,0.0,0.15845070422535212,0.8661971830985915,0.13380281690140844,0.0,Brad M. Hoylman RECAP,0.8661971830985915
75084,75084,100,201,46,0,38,285,239,46,0,0.7052631578947368,0.16140350877192983,0.0,0.13333333333333333,0.8385964912280702,0.16140350877192983,0.0,Brad M. Hoylman RECAP,0.8385964912280702
75085,75085,100,110,18,0,20,148,130,18,0,0.7432432432432432,0.12162162162162163,0.0,0.13513513513513514,0.8783783783783784,0.12162162162162163,0.0,Brad M. Hoylman RECAP,0.8783783783783784
75089,75089,100,60,38,0,10,108,70,38,0,0.5555555555555556,0.35185185185185186,0.0,0.09259259259259259,0.6481481481481481,0.35185185185185186,0.0,Brad M. Hoylman RECAP,0.6481481481481481
75093,75093,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
75094,75094,100,121,51,0,25,197,146,51,0,0.6142131979695431,0.25888324873096447,0.0,0.12690355329949238,0.7411167512690355,0.25888324873096447,0.0,Brad M. Hoylman RECAP,0.7411167512690355
75095,75095,100,190,67,0,28,285,218,67,0,0.6666666666666666,0.23508771929824562,0.0,0.09824561403508772,0.7649122807017544,0.23508771929824562,0.0,Brad M. Hoylman RECAP,0.7649122807017544
75096,75096,100,143,49,0,23,215,166,49,0,0.6651162790697674,0.22790697674418606,0.0,0.10697674418604651,0.772093023255814,0.22790697674418606,0.0,Brad M. Hoylman RECAP,0.772093023255814
75097,75097,100,224,73,0,33,330,257,73,0,0.6787878787878788,0.22121212121212122,0.0,0.1,0.7787878787878788,0.22121212121212122,0.0,Brad M. Hoylman RECAP,0.7787878787878788
75098,75098,100,134,53,0,28,215,162,53,0,0.6232558139534884,0.24651162790697675,0.0,0.13023255813953488,0.7534883720930232,0.24651162790697675,0.0,Brad M. Hoylman RECAP,0.7534883720930232
75099,75099,100,132,54,0,45,231,177,54,0,0.5714285714285714,0.23376623376623376,0.0,0.19480519480519481,0.7662337662337663,0.23376623376623376,0.0,Brad M. Hoylman RECAP,0.7662337662337663
75100,75100,100,157,42,1,32,232,189,42,1,0.6767241379310345,0.1810344827586207,0.004310344827586207,0.13793103448275862,0.8146551724137931,0.1810344827586207,0.004310344827586207,Brad M. Hoylman RECAP,0.8146551724137931
75101,75101,100,9,25,0,1,35,10,25,0,0.2571428571428571,0.7142857142857143,0.0,0.02857142857142857,0.2857142857142857,0.7142857142857143,0.0,Frank J. Scala RECAP,0.7142857142857143
75103,75103,100,116,24,0,15,155,131,24,0,0.7483870967741936,0.15483870967741936,0.0,0.0967741935483871,0.8451612903225807,0.15483870967741936,0.0,Brad M. Hoylman RECAP,0.8451612903225807
75200,75200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
75203,75203,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
75205,75205,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
76200,76200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
76201,76201,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
76202,76202,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
76203,76203,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
